[utils.icon][WARNING] get_from_list for audio-flac failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-wpg failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-wpg failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-speedo failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-speedo failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-font-speedo failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-font-speedo failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.openxmlformats-officedocument.spreadsheetml.template failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.openxmlformats-officedocument.spreadsheetml.template failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.android.package-archive failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.android.package-archive failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.android.package-archive failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.android.package-archive failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-yaml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-yaml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-yaml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-yaml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-frame failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-frame failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-frame failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-frame failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-kchart failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-kchart failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-kchart failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-kchart failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-works failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-works failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-works failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-works failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.symbian.install failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.symbian.install failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.symbian.install failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.symbian.install failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-powerpoint.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-powerpoint.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-powerpoint.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-powerpoint.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-afm failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-afm failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-e-theme failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-e-theme failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-e-theme failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-e-theme failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-bdf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-bdf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-m4 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-m4 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-archive failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-archive failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-quicktime-media-link failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-quicktime-media-link failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-quicktime-media-link failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-quicktime-media-link failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-sunos-news failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-sunos-news failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.oasis.opendocument.presentation-flat-xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.oasis.opendocument.presentation-flat-xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.oasis.opendocument.presentation-flat-xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.oasis.opendocument.presentation-flat-xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-xml-dtd failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-xml-dtd failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-xml-dtd failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-xml-dtd failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-lzip failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-lzip failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-lzip failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-lzip failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-spss-sav failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-spss-sav failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-spss-sav failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-spss-sav failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-bzdvi failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-bzdvi failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-bzdvi failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-bzdvi failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-nautilus-link failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-nautilus-link failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-nautilus-link failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-nautilus-link failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-siag failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-siag failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-siag failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-siag failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
